launch_service_provider,mission,name,net,pad,rocket,status
China Aerospace Science and Technology Corporation,—,Long March 2C | Yaogan 18,10/29/2013 2:50 a.m.,"Launch Complex 9 | Taiyuan Satellite Launch Center, People's Republic of China",Long March 2,Launch Successful
Indian Space Research Organization,—,PSLV XL | Mars Orbiter Mission (MOM),11/05/2013 9:08 a.m.,"Satish Dhawan Space Centre First Launch Pad | Satish Dhawan Space Centre, India",PSLV-XL,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Soyuz TMA-11M,Soyuz FG | Soyuz TMA-11M,11/07/2013 4:14 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz,Launch Successful
Khrunichev State Research and Production Space Center,—,Proton-M Briz-M | Raduga-1M 3,11/11/2013 11:46 p.m.,"81/24 (81P) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton-M Briz-M,Launch Successful
United Launch Alliance,MAVEN,Atlas V 401 | MAVEN,11/18/2013 6:28 p.m.,"Space Launch Complex 41 | Cape Canaveral, FL, USA",Atlas V 401,Launch Successful
Orbital Sciences Corporation,ORS 3 and STPSat 3,Minotaur I | ORS-3,11/20/2013 1:15 a.m.,"Launch Area 0 B | Wallops Island, Virginia, USA",Minotaur I,Launch Successful
China Aerospace Science and Technology Corporation,—,Long March 4C | Yaogan 19,11/20/2013 3:31 a.m.,"Launch Complex 9 | Taiyuan Satellite Launch Center, People's Republic of China",Long March 4C,Launch Successful
ISC Kosmotras,—,"Dnepr 1 | Multipayload mission, 33 satellites",11/21/2013 7:10 a.m.,"370/13 | Dombarovskiy, Russian Federation",Dnepr,Launch Successful
Eurockot Launch Services,"Swarm A, B, C","Rokot / Briz-KM | Swarm A, B, C",11/22/2013 12:02 p.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation",Rokot/Briz-KM,Launch Successful
China Aerospace Science and Technology Corporation,—,Long March 2D | Shiyan Weixing 5,11/25/2013 2:12 a.m.,"Launch Area 4 (SLS-2 / 603) | Jiuquan Satellite Launch Center, People's Republic of China",Long March 2D,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Progress M-21M (53P),Soyuz-U | Progress M-21M (53P),11/25/2013 8:53 p.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
China Aerospace Science and Technology Corporation,Chang'e 3 & Yutu,Long March 3B | Chang'e 3 & Yutu,12/01/2013 5:30 p.m.,"Launch Complex 2 (LC-2) | Xichang Satellite Launch Center, People's Republic of China",Long March 3,Launch Successful
SpaceX,SES-8,Falcon 9 v1.1 | SES-8,12/03/2013 9:41 p.m.,"Space Launch Complex 40 | Cape Canaveral, FL, USA",Falcon 9,Launch Successful
United Launch Alliance,NROL-39 (USA-247),Atlas V 501 | NROL-39 (USA-247),12/06/2013 7:14 a.m.,"Space Launch Complex 3E | Vandenberg SFB, CA, USA",Atlas V 501,Launch Successful
International Launch Services,—,Proton-M Briz-M | Inmarsat-5 F1,12/08/2013 12:12 p.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton-M Briz-M,Launch Successful
China Aerospace Science and Technology Corporation,CBERS-3,Long March 4B | CBERS-3,12/09/2013 3:26 a.m.,"Launch Complex 9 | Taiyuan Satellite Launch Center, People's Republic of China",Long March 4B,Launch Failure
Virgin Galactic,VSS Enterprise GF27,SpaceShipTwo | VSS Enterprise GF27,12/11/2013 noon,Mojave Air and Space Port | Air launch to Suborbital flight,SpaceShipTwo,Launch Successful
Arianespace,Gaia,Soyuz STB/Fregat-MT | Gaia,12/19/2013 9:12 a.m.,"Soyuz Launch Complex | Kourou, French Guiana",Soyuz STB,Launch Successful
China Aerospace Science and Technology Corporation,—,Long March 3B/E | Túpac Katari 1,12/20/2013 4:42 p.m.,"Launch Complex 2 (LC-2) | Xichang Satellite Launch Center, People's Republic of China",Long March 3,Launch Successful
Russian Aerospace Defence Forces,—,"Rokot / Briz-KM | 3 x Strela-3M (Kosmos-2488, Kosmos-2489, Kosmos-2490) & Kosmos-2491",12/25/2013 12:31 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation",Rokot/Briz-KM,Launch Successful
Khrunichev State Research and Production Space Center,—,Proton-M Briz-M | Ekspress AM-5,12/26/2013 10:49 a.m.,"81/24 (81P) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton-M Briz-M,Launch Successful
Russian Aerospace Defence Forces,—,Soyuz 2.1v/Volga | Aist-1,12/28/2013 12:30 p.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Soyuz 2-1v,Launch Successful
Indian Space Research Organization,GSAT-14,GSLV Mk II | GSAT-14,01/05/2014 10:48 a.m.,"Satish Dhawan Space Centre Second Launch Pad | Satish Dhawan Space Centre, India",GSLV Mk II,Launch Successful
SpaceX,Thaicom-6,Falcon 9 v1.1 | Thaicom-6,01/06/2014 10:06 p.m.,"Space Launch Complex 40 | Cape Canaveral, FL, USA",Falcon 9,Launch Successful
Orbital Sciences Corporation,ORB-1,Antares 120 | Cygnus CRS Orb-1,01/09/2014 6:07 p.m.,"Launch Area 0 A | Wallops Island, Virginia, USA",Antares 120,Launch Successful
Virgin Galactic,VSS Enterprise PF03,SpaceShipTwo | VSS Enterprise PF03,01/10/2014 noon,Mojave Air and Space Port | Air launch to Suborbital flight,SpaceShipTwo,Launch Successful
Virgin Galactic,VSS Enterprise GF28,SpaceShipTwo | VSS Enterprise GF28,01/17/2014 noon,Mojave Air and Space Port | Air launch to Suborbital flight,SpaceShipTwo,Launch Successful
United Launch Alliance,TDRS-L,Atlas V 401 | TDRS-L,01/24/2014 2:33 a.m.,"Space Launch Complex 41 | Cape Canaveral, FL, USA",Atlas V 401,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),—,Soyuz-U | Progress M-22M (54P),02/05/2014 4:23 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Arianespace,ABS-2 & Athena-Fidus,Ariane 5 ECA | ABS-2 & Athena-Fidus,02/06/2014 9:30 p.m.,"Ariane Launch Area 3 | Kourou, French Guiana",Ariane 5 ECA,Launch Successful
International Launch Services,Türksat 4A,Proton-M/Briz-M | Türksat-4A,02/14/2014 9:09 p.m.,"81/24 (81P) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton-M Briz-M,Launch Successful
United Launch Alliance,GPS IIF-5,"Delta IV M+(4,2) | GPS IIF-5 (USA-248)",02/21/2014 1:59 a.m.,"Space Launch Complex 37B | Cape Canaveral, FL, USA","Delta IV M+(4,2)",Launch Successful
Mitsubishi Heavy Industries,GPM Core,H-IIA 202 | GPM-Core,02/27/2014 6:37 p.m.,"Yoshinobu Launch Complex LP-1 | Tanegashima Space Center, Japan",H-IIA 202,Launch Successful
Khrunichev State Research and Production Space Center,Express AT1 & AT2,Proton-M Briz-M | Ekspress-AT1 & Ekspress-AT2,03/15/2014 11:08 p.m.,"81/24 (81P) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton-M Briz-M,Launch Successful
Arianespace,ASTRA 5B,Ariane 5 ECA | Astra 5B & Amazonas 4A,03/22/2014 10:04 p.m.,"Ariane Launch Area 3 | Kourou, French Guiana",Ariane 5 ECA,Launch Successful
Russian Aerospace Defence Forces,Glonass-M (Kosmos 2494),Soyuz-2.1b/Fregat | Glonass-M (Kosmos 2494),03/23/2014 10:54 p.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Soyuz 2.1b/Fregat,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Soyuz TMA-12M,Soyuz FG | Soyuz TMA-12M,03/25/2014 9:17 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz,Launch Successful
China Aerospace Science and Technology Corporation,—,Long March 2C | Shijian 11-06,03/31/2014 2:46 a.m.,"Launch Area 4 (SLS-2 / 603) | Jiuquan Satellite Launch Center, People's Republic of China",Long March 2,Launch Successful
United Launch Alliance,DMSP F19,Atlas V 401 | DMSP-5D3 F19,04/03/2014 2:46 p.m.,"Space Launch Complex 3E | Vandenberg SFB, CA, USA",Atlas V 401,Launch Successful
Arianespace,Sentinel-1A,Soyuz STA/Fregat | Sentinel-1A,04/03/2014 9:02 p.m.,"Soyuz Launch Complex | Kourou, French Guiana",Soyuz STA,Launch Successful
Indian Space Research Organization,IRNSS-1B,PSLV XL | IRNSS-1B,04/04/2014 11:44 a.m.,"Satish Dhawan Space Centre First Launch Pad | Satish Dhawan Space Centre, India",PSLV-XL,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Progress M-23M (55P),Soyuz-U | Progress M-23M (55P),04/09/2014 3:26 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Israel Aerospace Industries,—,Shavit-2 | Ofeq-10,04/09/2014 7:06 p.m.,"Shavit Launch Pad | Palmachim Airbase, State of Israel",Shavit-2,Launch Successful
United Launch Alliance,NROL-67 (USA-250),Atlas V 541 | NROL-67 (USA-250),04/10/2014 5:45 p.m.,"Space Launch Complex 41 | Cape Canaveral, FL, USA",Atlas V 541,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),EgyptSat 2,Soyuz-U | EgyptSat 2 / Ø§ÙŠØ¬ÙŠØ¨Øª Ø³Ø§Øª,04/16/2014 4:20 p.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
SpaceX,SpX CRS-3,Falcon 9 v1.1 | SpX CRS-3,04/18/2014 7:25 p.m.,"Space Launch Complex 40 | Cape Canaveral, FL, USA",Falcon 9,Launch Successful
Khrunichev State Research and Production Space Center,Luch 5V,Proton-M Briz-M | Luch 5V & KazSat-3,04/28/2014 4:25 a.m.,"81/24 (81P) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton-M Briz-M,Launch Successful
Arianespace,DZZ-HR,Vega | KazEOSat 1,04/30/2014 1:35 a.m.,"Ariane Launch Area 1 | Kourou, French Guiana",Vega,Launch Successful
Russian Aerospace Defence Forces,—,Soyuz 2.1a | Kobalt-M (Kosmos 2495),05/06/2014 1:49 p.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Soyuz 2.1a,Launch Successful
Khrunichev State Research and Production Space Center,—,Proton-M Briz-M | Ekspress-AM4R,05/15/2014 9:42 p.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton-M Briz-M,Launch Failure
United Launch Alliance,GPS IIF-6,"Delta IV M+(4,2) | GPS IIF-6 (USA-251)",05/17/2014 12:03 a.m.,"Space Launch Complex 37B | Cape Canaveral, FL, USA","Delta IV M+(4,2)",Launch Successful
United Launch Alliance,NROL-33 (Quasar),Atlas V 401 | NROL-33 (Quasar),05/22/2014 1:09 p.m.,"Space Launch Complex 41 | Cape Canaveral, FL, USA",Atlas V 401,Launch Successful
Russian Aerospace Defence Forces,Rodnik,"Rokot / Briz-KM | 3x Strela-3M (Kosmos 2496, Kosmos 2497, Kosmos 2498) & Kosmos 2499",05/23/2014 5:27 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation",Rokot/Briz-KM,Launch Successful
Mitsubishi Heavy Industries,ALOS-2,H-IIA 202 | ALOS-2,05/24/2014 3:05 a.m.,"Yoshinobu Launch Complex LP-1 | Tanegashima Space Center, Japan",H-IIA 202,Launch Successful
Sea Launch,Eutelsat 3B,Zenit 3SL | Eutelsat 3B,05/26/2014 9:09 p.m.,Launch Platform Odyssey | Sea Launch,Zenit,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Soyuz TMA-13M,Soyuz FG | Soyuz TMA-13M,05/28/2014 7:57 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz,Launch Successful
Russian Aerospace Defence Forces,Glonass-M (Kosmos 2500),Soyuz-2.1b/Fregat | Glonass-M (Kosmos 2500),06/14/2014 5:16 p.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Soyuz 2.1b/Fregat,Launch Successful
ISC Kosmotras,—,"Dnepr 1 | Multipayload, 37 satellites.",06/19/2014 7:11 p.m.,"370/13 | Dombarovskiy, Russian Federation",Dnepr,Launch Successful
Antrix Corporation Limited,—,"PSLV-CA | SPOT-7, CanX-4, CanX-5, AISat, VELOX-I",06/30/2014 4:22 a.m.,"Satish Dhawan Space Centre First Launch Pad | Satish Dhawan Space Centre, India",PSLV,Launch Successful
United Launch Alliance,—,Delta II 7320-10C | OCO-2,07/02/2014 9:56 a.m.,"Space Launch Complex 2W | Vandenberg SFB, CA, USA",Delta II,Launch Successful
Russian Aerospace Defence Forces,"Gonets-M18, Gonets-M19, Gonets-M20","Rokot / Briz-KM | Gonets-M18, Gonets-M19, Gonets-M20",07/03/2014 12:43 p.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation",Rokot/Briz-KM,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),—,"Soyuz-2.1b/Fregat | Meteor-M No.2, MKA-PN2, DX-1, UKube-1, TechDemoSat-1, SkySat-2, AISSat-2",07/08/2014 3:58 p.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz 2.1b/Fregat,Launch Successful
Khrunichev State Research and Production Space Center,—,Angara-1.2pp | Maiden flight (Suborbital),07/09/2014 noon,"35/1 | Plesetsk Cosmodrome, Russian Federation",Angara-1.2pp,Launch Successful
Arianespace,"O3b FM3, FM6-FM8","Soyuz STB/Fregat | O3b FM3, FM6-FM8",07/10/2014 6:55 p.m.,"Soyuz Launch Complex | Kourou, French Guiana",Soyuz STB,Launch Successful
Orbital Sciences Corporation,Cygnus CRS Orb-2,Antares 120 | Cygnus CRS Orb-2,07/13/2014 4:52 p.m.,"Launch Area 0 A | Wallops Island, Virginia, USA",Antares 120,Launch Successful
SpaceX,Orbcomm OG2 Mission 1,Falcon 9 v1.1 | Orbcomm OG2 Mission 1,07/14/2014 3:15 p.m.,"Space Launch Complex 40 | Cape Canaveral, FL, USA",Falcon 9,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),—,Soyuz 2.1a | Foton-M No. 4,07/18/2014 8:50 p.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz 2.1a,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),—,Soyuz-U | Progress M-24M (56P),07/23/2014 9:44 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
United Launch Alliance,—,"Delta IV M+(4,2) | AFSPC-4",07/28/2014 11:28 p.m.,"Space Launch Complex 37B | Cape Canaveral, FL, USA","Delta IV M+(4,2)",Launch Successful
Virgin Galactic,VSS Enterprise GF29,SpaceShipTwo | VSS Enterprise GF29,07/29/2014 noon,Mojave Air and Space Port | Air launch to Suborbital flight,SpaceShipTwo,Launch Successful
Arianespace,ATV-5 (Georges Lemaitre),Ariane 5 ES | ATV-5 (Georges Lemaitre),07/29/2014 11:47 p.m.,"Ariane Launch Area 3 | Kourou, French Guiana",Ariane 5 ES,Launch Successful
United Launch Alliance,—,Atlas V 401 | GPS IIF-7 (USA-256),08/02/2014 3:23 a.m.,"Space Launch Complex 41 | Cape Canaveral, FL, USA",Atlas V 401,Launch Successful
SpaceX,AsiaSat 8,Falcon 9 v1.1 | Asiasat 8,08/05/2014 8 a.m.,"Space Launch Complex 40 | Cape Canaveral, FL, USA",Falcon 9,Launch Successful
China Aerospace Science and Technology Corporation,—,"Long March 4C | Yaogan 20A, Yaogan 20B, Yaogan 20C",08/09/2014 5:45 a.m.,"Launch Area 4 (SLS-2 / 603) | Jiuquan Satellite Launch Center, People's Republic of China",Long March 4C,Launch Successful
United Launch Alliance,WorldView-3,Atlas V 401 | WorldView-3,08/13/2014 6:30 p.m.,"Space Launch Complex 3E | Vandenberg SFB, CA, USA",Atlas V 401,Launch Successful
China Aerospace Science and Technology Corporation,—,Long March 4B | Gaofen 2 & Heweliusz,08/19/2014 3:15 a.m.,"Launch Complex 9 | Taiyuan Satellite Launch Center, People's Republic of China",Long March 4B,Launch Successful
Arianespace,Galileo FOC-1 & Galileo FOC-2,Soyuz STB/Fregat | Galileo FOC-1 & Galileo FOC-2,08/22/2014 12:27 p.m.,"Soyuz Launch Complex | Kourou, French Guiana",Soyuz STB,Launch was a Partial Failure
Virgin Galactic,VSS Enterprise CF02,SpaceShipTwo | VSS Enterprise CF02,08/28/2014 noon,Mojave Air and Space Port | Air launch to Suborbital flight,SpaceShipTwo,Launch Successful
China Aerospace Science and Technology Corporation,—,Long March 2D | Chuangxin 1-04 & Lingqiao,09/04/2014 12:15 a.m.,"Launch Area 4 (SLS-2 / 603) | Jiuquan Satellite Launch Center, People's Republic of China",Long March 2D,Launch Successful
SpaceX,AsiaSat 6,Falcon 9 v1.1 | AsiaSat 6,09/07/2014 5 a.m.,"Space Launch Complex 40 | Cape Canaveral, FL, USA",Falcon 9,Launch Successful
China Aerospace Science and Technology Corporation,—,Long March 4B | Yaogan 21 & Tiantuo 2,09/08/2014 3:22 a.m.,"Launch Complex 9 | Taiyuan Satellite Launch Center, People's Republic of China",Long March 4B,Launch Successful
Arianespace,MEASAT-3b & Optus 10,Ariane 5 ECA | MEASAT-3b & Optus 10,09/11/2014 10:05 p.m.,"Ariane Launch Area 3 | Kourou, French Guiana",Ariane 5 ECA,Launch Successful
United Launch Alliance,CLIO,Atlas V 401 | CLIO (USA-257),09/17/2014 12:10 a.m.,"Space Launch Complex 41 | Cape Canaveral, FL, USA",Atlas V 401,Launch Successful
SpaceX,SpX CRS-4,Falcon 9 v1.1 | SpX CRS-4,09/21/2014 5:52 a.m.,"Space Launch Complex 40 | Cape Canaveral, FL, USA",Falcon 9,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Soyuz TMA-14M,Soyuz FG | Soyuz TMA-14M,09/25/2014 8:25 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz,Launch Successful
Khrunichev State Research and Production Space Center,Olymp-K,Proton-M Briz-M | Olymp-K (Luch),09/27/2014 8:23 p.m.,"81/24 (81P) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton-M Briz-M,Launch Successful
China Aerospace Science and Technology Corporation,—,Long March 2C | Shijian 11-07,09/28/2014 5:13 a.m.,"Launch Area 4 (SLS-2 / 603) | Jiuquan Satellite Launch Center, People's Republic of China",Long March 2,Launch Successful
Mitsubishi Heavy Industries,Himawari-8,H-IIA 202 | Himawari-8,10/07/2014 5:16 a.m.,"Yoshinobu Launch Complex LP-1 | Tanegashima Space Center, Japan",H-IIA 202,Launch Successful
Virgin Galactic,VSS Enterprise GF30,SpaceShipTwo | VSS Enterprise GF30,10/07/2014 noon,Mojave Air and Space Port | Air launch to Suborbital flight,SpaceShipTwo,Launch Successful
Indian Space Research Organization,—,PSLV XL | IRNSS-1C,10/15/2014 8:02 p.m.,"Satish Dhawan Space Centre First Launch Pad | Satish Dhawan Space Centre, India",PSLV-XL,Launch Successful
Arianespace,Intelsat 30/DLA-1 & ARSAT-1,Ariane 5 ECA | Intelsat-30 & ARSAT-1,10/16/2014 9:43 p.m.,"Ariane Launch Area 3 | Kourou, French Guiana",Ariane 5 ECA,Launch Successful
China Aerospace Science and Technology Corporation,—,Long March 4C | Yaogan-22,10/20/2014 6:31 a.m.,"Launch Complex 9 | Taiyuan Satellite Launch Center, People's Republic of China",Long March 4C,Launch Successful
Khrunichev State Research and Production Space Center,Ekspress AM6,Proton-M Briz-M | Ekspress AM6,10/21/2014 3:09 p.m.,"81/24 (81P) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton-M Briz-M,Launch was a Partial Failure
China Aerospace Science and Technology Corporation,—,Long March 3C/E | Chang'e 5-T1,10/23/2014 6 p.m.,"Launch Complex 2 (LC-2) | Xichang Satellite Launch Center, People's Republic of China",Long March 3,Launch Successful
China Aerospace Science and Technology Corporation,—,Long March 2C | Shijian 11-08,10/27/2014 6:59 a.m.,"Launch Area 4 (SLS-2 / 603) | Jiuquan Satellite Launch Center, People's Republic of China",Long March 2,Launch Successful
Orbital Sciences Corporation,Cygnus CRS Orb-3,Antares 130 | Cygnus CRS Orb-3,10/28/2014 10:22 p.m.,"Launch Area 0 A | Wallops Island, Virginia, USA",Antares 130,Launch Failure
